player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
cgy-dst,CGY DST,DST,,,0.0,,,,35.0,,,,,,1.0
cgy-qb,CGY QB,QB,,0.0,,,0.0,0.0,,,,,,,
jake-maier,Jake Maier,QB,,3.0,,,2.0,251.0,,,,,0.0,6.0,
ka39deem-carey,Ka&#39;Deem Carey,RB,,,,,,,,0.0,20.0,2.0,0.0,64.0,
luther-hakunavanhu,Luther HAKUNAVANHU,WR,,,,,,,,0.0,5.0,1.0,,,
reggie-begelton,Reggie BEGELTON,WR,,,,,,,,0.0,62.0,7.0,0.0,9.0,
rene-paredes,Rene PAREDES,K,149.0,,,0.0,,,,,,,,,
richie-sindani,Richie Sindani,WR,,,,,,,,0.0,7.0,1.0,,,
shawn-bane-jr,Shawn Bane Jr.,WR,,,,,,,,0.0,18.0,2.0,,,
william-langlais,William LANGLAIS,RB,,,,,,,,1.0,35.0,2.0,,,
