player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
antonio-pipkin,Antonio Pipkin,QB/RB,,0.0,,,0.0,41.0,,,,,0.0,3.0,
bc-dst,BC DST,DST,,,0.0,,,,24.0,,,,,,1.0
bc-qb,BC QB,QB,,0.0,,,0.0,0.0,,,,,,,
bruce-anderson,Bruce Anderson,RB,,,,,,,,0.0,25.0,2.0,0.0,30.0,
david-mackie,David Mackie,FB,,,,,,,,0.0,20.0,2.0,,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,0.0,55.0,3.0,,,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,0.0,10.0,1.0,,,
keon-hatcher,Keon HATCHER,WR,,,,,,,,0.0,59.0,5.0,,,
lucky-whitehead,Lucky Whitehead,WR,,,,,,,,0.0,45.0,5.0,,,
nathan-rourke,Nathan ROURKE,QB,,0.0,,,0.0,68.0,,,,,,,
sean-whyte,Sean WHYTE,K,100.0,,,0.0,,,,,,,,,
