player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
dane-evans,Dane Evans,QB,,0.0,,,1.0,244.0,,,,,1.0,2.0,
felix-garand-gauthier,Felix Garand-Gauthier,FB,,,,,,,,0.0,33.0,1.0,,,
ham-dst,HAM DST,DST,,,3.0,,,,32.0,,,,,,2.0
ham-qb,HAM QB,QB,,0.0,,,0.0,0.0,,,,,,,
kiondre-smith,Kiondre SMITH,WR,,,,,,,,0.0,9.0,1.0,,,
lemar-durant,Lemar Durant,WR,,,,,,,,0.0,7.0,1.0,,,
sean-thomas-erlington,Sean THOMAS ERLINGTON,RB,,,,,,,,0.0,5.0,1.0,0.0,2.0,
seth-small,Seth Small,K,163.0,,,0.0,,,,,,,,,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,0.0,54.0,3.0,,,
tim-white,Tim White,WR,,,,,,,,1.0,106.0,6.0,,,
tyler-ternowski,Tyler TERNOWSKI,WR,,,,,,,,0.0,9.0,1.0,,,
wes-hills,Wes Hills,RB,,,,,,,,0.0,17.0,1.0,0.0,52.0,
