player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
arkell-smith,Arkell Smith,WR,,,,,,,0.0,28.0,3.0,,,
cody-fajardo,Cody FAJARDO,QB,,,0.0,2.0,346.0,,,,,0.0,20.0,
edm-dst,EDM DST,DST,,,,,,21.0,,,,,,1.0
edm-k,EDM K,K,2.0,15.0,,,,,,,,,,
edm-qb,EDM QB,QB,,,0.0,2.0,346.0,,,,,0.0,20.0,
javon-leake,Javon LEAKE,RB,,,,,,,0.0,9.0,2.0,0.0,5.0,
justin-rankin,Justin Rankin,RB,,,,,,,0.0,42.0,4.0,0.0,0.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,1.0,69.0,2.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,43.0,4.0,,,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,1.0,82.0,5.0,,,
tanner-green,Tanner GREEN,FB/RB,,,,,,,0.0,5.0,1.0,,,
tyson-middlemost,Tyson MIDDLEMOST,WR,,,,,,,0.0,17.0,3.0,,,
vincent-blanchard,Vincent Blanchard,K,2.0,15.0,,,,,,,,,,
zach-mathis,Zach Mathis,WR,,,,,,,0.0,51.0,2.0,,,
