player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
abdul-kanneh,Abdul Kanneh,DB,,,,0.0,,,,,,,,,,0.0,2.0
adam-auclair,Adam Auclair,LB,,,,0.0,,,,,,,,,,0.0,1.0
anthony-gosselin,Anthony GOSSELIN,FB/RB,,,,,,,,,0.0,0.0,0.0,,,,
brandin-dandridge,Brandin Dandridge,DB,,,,0.0,,,,,,,,,,0.0,1.0
bryce-carter,Bryce Carter,DL,,,,0.0,,,,,,,,,,0.0,1.0
cariel-brooks,Cariel Brooks,DB,,,,0.0,,,,,,,,,,0.0,1.0
cyrille-hogan-saindon,Cyrille Hogan-Saindon,OL,,,,0.0,,,,,,,,,,0.0,1.0
damon-webb,Damon Webb,DB,,,,0.0,,,,,,,,,,0.0,3.0
devonte-williams,Devonte Williams,RB,,,,,,,,,0.0,69.0,4.0,0.0,146.0,,
drew-desjarlais,Drew Desjarlais,OL,,,,0.0,,,,,,,,,,0.0,1.0
dustin-crum,Dustin CRUM,QB,,,1.0,,,0.0,265.0,,,,,1.0,42.0,,
frankie-griffin,Frankie Griffin,LB,,,,0.0,,,,,,,,,,0.0,7.0
jaelon-acklin,Jaelon Acklin,WR,,,,0.0,,,,,0.0,50.0,4.0,,,0.0,1.0
james-peter,James Peter,LB,,,,0.0,,,,,,,,,,0.0,0.0
jovan-santos-knox,Jovan Santos-Knox,LB,,,,0.0,,,,,,,,,,0.0,7.0
justin-hardy,Justin HARDY,WR,,,0.0,,,0.0,0.0,,0.0,29.0,2.0,,,,
justin-howell,Justin Howell,DB,,,,0.0,,,,,,,,,,0.0,8.0
lewis-ward,Lewis Ward,K,3.0,19.0,,,2.0,,,,,,,,,,
marco-dubois,Marco DUBOIS,WR/FB,,,,,,,,,0.0,11.0,1.0,,,,
michael-wakefield,Michael Wakefield,DL/DB,,,,0.0,,,,,,,,,,0.0,1.0
nate-behar,Nate Behar,WR,,,,,,,,,0.0,30.0,2.0,,,,
nigel-romick,Nigel Romick,DL/DB,,,,0.0,,,,,,,,,,0.0,0.0
ott-dst,OTT DST,DST,,,,,,,,27.0,,,,,,1.0,
ott-qb,OTT QB,QB,,,1.0,,,,260.0,,,,,1.0,42.0,,
shaq-evans,Shaq Evans,WR,,,,,,,,,0.0,64.0,2.0,,,,
sherrod-baltimore,Sherrod Baltimore,DB,,,,0.0,,,,,,,,,,0.0,2.0
tevaun-smith,Tevaun Smith,WR,,,,,,,,,0.0,6.0,1.0,,,,
ty-cranston,Ty Cranston,DB,,,,0.0,,,,,,,,,,0.0,0.0
