player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
aj-ouellette,A.J. OUELLETTE,RB,,,,,,,,11.0,3.0,,62.0,
albert-awachie,Albert Awachie,RB/FB,,,,,,,0.0,6.0,1.0,,,
brett-lauther,Brett LAUTHER,K,2.0,97.0,,,,,,,,,,
dhel-duncan-busby,Dhel Duncan-Busby,WR,,,,,,,0.0,4.0,1.0,,,
dohnte-meyers,Dohnte Meyers,WR,,,,,,,0.0,35.0,2.0,,,
joe-robustelli,Joe Robustelli,WR,,,,,,,0.0,21.0,3.0,,,
keesean-johnson,KeeSean Johnson,WR,,,,,,,1.0,78.0,9.0,,,
ssk-dst,SSK DST,DST,,,,,,18.0,,,,,,8.0
ssk-k,SSK K,K,2.0,97.0,,,,,,,,,,
ssk-qb,SSK QB,QB,,,0.0,2.0,268.0,,,,,0.0,4.0,
samuel-emilus,Samuel Emilus,WR,,,,,,,1.0,113.0,6.0,,,
tommy-stevens,Tommy STEVENS,QB,,,,,,,,,,0.0,1.0,
trevor-harris,Trevor HARRIS,QB,,,0.0,2.0,268.0,,,,,0.0,3.0,
