player_id,player_name,positions,def_sack,def_solo,def_tot,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
adam-bighill,Adam Bighill,LB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex-bazzie,Alex Bazzie,DL/DB,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthony-gaitor,Anthony Gaitor,DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthony-thompson,Anthony Thompson,DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandon-bridge,Brandon Bridge,QB,,,,,11.0,10.0,,35.0,7.0,2.0,,120.0,,,,,,,,,,,,1.0,,1.0,16.0,,,6.0,1.0,1.0,,,,,,
brandon-stewart,Brandon Stewart,DB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryan-burnham,Bryan Burnham,WR,,,,,,,,,,,,,41.0,7.0,7.0,1.0,21.0,96.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
bryant-turner,Bryant Turner,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chandler-fenner,Chandler Fenner,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-rainey,Chris Rainey,RB,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,25.0,3.0,,,49.0,9.0,35.0,,89.0,1.0,,2.0,,,,,,,,
cody-husband,Cody Husband,C,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craig-roh,Craig Roh,DL/DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
david-ménard,David Ménard,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emmanuel-arceneaux,Emmanuel Arceneaux,WR/SB,,,,,,,,,,,,,61.0,10.0,11.0,2.0,66.0,180.0,,,,,,,,,,,2.0,12.0,,2.0,,,,,,
fred-bennett,Fred Bennett,DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greg-morris,Greg Morris,RB,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,33.0,,,6.0,1.0,1.0,,,,,,
jason-arakgi,Jason Arakgi,DB/LB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeremiah-johnson,Jeremiah Johnson,CB/DB/S,,,,,,,,,,,,,,,2.0,,,,,,,,,8.0,8.0,,40.0,,,,,,,,,,,
joe-mcknight,Joe McKnight,RB,,,,,,,,,,,,,6.0,1.0,1.0,,4.0,6.0,16.0,1.0,,,16.0,8.0,6.0,,16.0,,,,,,,,,,,
jonathon-jennings,Jonathon Jennings,QB,,1.0,1.0,,25.0,17.0,1.0,61.0,11.0,1.0,3.0,307.0,,,,,,,,,,,,2.0,8.0,,12.0,,,,,,,,,,,
keith-price,Keith Price,QB,,,,,1.0,1.0,,6.0,5.0,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
keynan-parker,Keynan Parker,DB/S,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loucheiz-purifoy,Loucheiz Purifoy,DB,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marco-iannuzzi,Marco Iannuzzi,WR,,,,,,,,,,,,,,,,,,,12.0,4.0,,,31.0,,,,,,,,,,,,,,,
michael-brooks,Mic'hael Brooks,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-edem,Mike Edem,DB/S,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-mccallum,Paul McCallum,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,4.0,4.0,44.0,14.0,2.0,2.0
richie-leone,Richie Leone,K,,,,,,,,,,,,,,,,,,,66.0,5.0,4.0,67.0,307.0,,,,,,,1.0,,,,,,,,
rolly-lumbala,Rolly Lumbala,FB/RB,,,,,,,,,,,,,5.0,2.0,2.0,,9.0,9.0,,,,,,2.0,31.0,,34.0,,,,,,,,,,,
ryan-phillips,Ryan Phillips,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
