player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
ante-milanovic-litre,Ante MILANOVIC-LITRE,RB,,,,,,,,0.0,12.0,2.0,1.0,53.0,
danny-vandervoort,Danny Vandervoort,WR,,,,,,,,0.0,10.0,2.0,,,
derel-walker,Derel Walker,WR,,,,,,,,1.0,36.0,3.0,,,
edm-dst,EDM DST,DST,,,0.0,,,,12.0,,,,,,2.0
edm-qb,EDM QB,QB,,0.0,,,0.0,0.0,,,,,,,
kai-locksley,Kai Locksley,QB,,,,,,,,0.0,26.0,1.0,1.0,8.0,
nick-arbuckle,Nick ARBUCKLE,QB,,0.0,,,0.0,85.0,,,,,,,
sergio-castillo,Sergio CASTILLO,K,52.0,,,0.0,,,,,,,,,
tanner-green,Tanner GREEN,FB/RB,,,,,,,,0.0,8.0,1.0,,,
taylor-cornelius,Taylor Cornelius,QB,,0.0,,,2.0,208.0,,,,,0.0,47.0,
walter-fletcher,Walter FLETCHER,RB,,,,,,,,0.0,22.0,2.0,0.0,28.0,
