player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
bralon-addison,Bralon ADDISON,WR,,,,,,,,0.0,83.0,9.0,0.0,23.0,
dane-evans,Dane Evans,QB,,1.0,,,1.0,297.0,,,,,0.0,24.0,
deon-jackson,Deon Jackson,RB,,,,,,,,0.0,8.0,1.0,0.0,36.0,
emmanuel-butler,Emmanuel Butler,WR,,,,,,,,0.0,30.0,3.0,,,
ham-dst,HAM DST,DST,,,2.0,,,,17.0,,,,,,1.0
ham-qb,HAM QB,QB,,0.0,,,0.0,0.0,,,,,,,
maleek-irons,Maleek Irons,RB,,,,,,,,0.0,21.0,2.0,0.0,20.0,
matthew-shiltz,Matthew Shiltz,QB,,0.0,,,0.0,0.0,,0.0,9.0,1.0,0.0,4.0,
sean-thomas-erlington,Sean THOMAS ERLINGTON,RB,,,,,,,,0.0,19.0,1.0,0.0,9.0,
seth-small,Seth Small,K,37.0,,,1.0,,,,,,,,,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,1.0,83.0,5.0,,,
tim-white,Tim White,WR,,,,,,,,0.0,44.0,4.0,0.0,21.0,
tyler-ternowski,Tyler TERNOWSKI,WR,,,,,,,,0.0,21.0,2.0,,,
