game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_UFL_2024_W3_RENEGADES,2024-04-13,2024,3,UFL,RENEGADES,DEFENDERS,,,,,0.0,9.0
SYNTHETIC_UFL_2024_W5_RENEGADES,2024-04-27,2024,5,UFL,RENEGADES,BRAHMAS,1.0,0.0,9.0,1.0,0.0,33.0
SYNTHETIC_UFL_2024_W6_RENEGADES,2024-05-05,2024,6,UFL,PANTHERS,RENEGADES,,0.0,6.0,1.0,1.0,32.0
SYNTHETIC_UFL_2025_W1_RENEGADES,2025-03-29,2025,1,UFL,RENEGADES,BRAHMAS,,,,,0.0,40.0
SYNTHETIC_UFL_2025_W2_RENEGADES,2025-04-06,2025,2,UFL,RENEGADES,ROUGHNECKS,,0.0,22.0,2.0,0.0,63.0
SYNTHETIC_UFL_2025_W3_RENEGADES,2025-04-11,2025,3,UFL,STALLIONS,RENEGADES,,0.0,8.0,2.0,0.0,29.0
SYNTHETIC_UFL_2025_W4_RENEGADES,2025-04-19,2025,4,UFL,RENEGADES,BATTLEHAWKS,,0.0,17.0,2.0,1.0,25.0
SYNTHETIC_UFL_2025_W5_RENEGADES,2025-04-27,2025,5,UFL,RENEGADES,DEFENDERS,,,,,0.0,16.0
SYNTHETIC_UFL_2025_W6_RENEGADES,2025-05-02,2025,6,UFL,BATTLEHAWKS,RENEGADES,,0.0,41.0,5.0,0.0,47.0
SYNTHETIC_UFL_2025_W7_RENEGADES,2025-05-10,2025,7,UFL,RENEGADES,PANTHERS,,0.0,39.0,4.0,0.0,35.0
SYNTHETIC_UFL_2025_W8_RENEGADES,2025-05-18,2025,8,UFL,DEFENDERS,RENEGADES,,0.0,49.0,6.0,0.0,40.0
SYNTHETIC_UFL_2025_W9_RENEGADES,2025-05-24,2025,9,UFL,SHOWBOATS,RENEGADES,,0.0,23.0,3.0,0.0,67.0
SYNTHETIC_UFL_2025_W10_RENEGADES,2025-06-01,2025,10,UFL,BRAHMAS,RENEGADES,,0.0,29.0,3.0,1.0,37.0
SYNTHETIC_UFL_2026_W2_DALLASRENEGADES,2026-04-07,2026,2,UFL,ST. LOUIS BATTLEHAWKS,DALLAS RENEGADES,,0.0,-3.0,1.0,0.0,67.0
SYNTHETIC_UFL_2026_W3_DALLASRENEGADES,2026-04-12,2026,3,UFL,COLUMBUS AVIATORS,DALLAS RENEGADES,,0.0,20.0,2.0,1.0,62.0
SYNTHETIC_UFL_2026_W4_DALLASRENEGADES,2026-04-17,2026,4,UFL,DALLAS RENEGADES,COLUMBUS AVIATORS,,0.0,6.0,1.0,0.0,45.0
SYNTHETIC_UFL_2026_W5_DALLASRENEGADES,2026-04-26,2026,5,UFL,LOUISVILLE KINGS,DALLAS RENEGADES,,0.0,2.0,1.0,0.0,36.0
SYNTHETIC_UFL_2026_W6_DALLASRENEGADES,2026-05-02,2026,6,UFL,DALLAS RENEGADES,DC DEFENDERS,,0.0,9.0,2.0,0.0,10.0
SYNTHETIC_UFL_2026_W7_DALLASRENEGADES,2026-05-09,2026,7,UFL,DALLAS RENEGADES,BIRMINGHAM STALLIONS,,0.0,5.0,2.0,0.0,43.0
