game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_2022_W3_SSK,,2022,3,CFL,,,,0.0,37.0,3.0,,
SYNTHETIC_CFL_2022_W4_SSK,,2022,4,CFL,,,,1.0,14.0,2.0,,
SYNTHETIC_CFL_2022_W5_SSK,,2022,5,CFL,,,,0.0,7.0,1.0,,
6259,2022-09-04,2022,13,CFL,WPG,SSK,,0.0,53.0,2.0,,
6287,2022-10-22,2022,20,CFL,CGY,SSK,,0.0,28.0,3.0,,
9889288,2023-06-16,2023,2,CFL,WPG,SSK,,0.0,0.0,0.0,,
9889298,2023-07-06,2023,5,CFL,EDM,SSK,,1.0,76.0,4.0,,
9889305,2023-07-15,2023,6,CFL,CGY,SSK,,0.0,15.0,1.0,,
9889308,2023-07-22,2023,7,CFL,SSK,BC,,0.0,16.0,2.0,,
9889325,2023-08-20,2023,11,CFL,BC,SSK,,0.0,22.0,2.0,,
9889331,2023-09-03,2023,13,CFL,WPG,SSK,0.0,0.0,37.0,1.0,0.0,0.0
9889339,2023-09-15,2023,15,CFL,EDM,SSK,,0.0,19.0,1.0,,
9889347,2023-09-29,2023,17,CFL,SSK,BC,,0.0,8.0,1.0,,
9889352,2023-10-07,2023,18,CFL,HAM,SSK,0.0,0.0,14.0,2.0,0.0,1.0
9889355,2023-10-13,2023,19,CFL,SSK,CGY,,0.0,18.0,2.0,,
9889359,2023-10-21,2023,20,CFL,TOR,SSK,,0.0,23.0,2.0,,
10798145,2024-05-25,2024,2,CFL,SSK,EDM,,0.0,0.0,0.0,,
10798027,2024-06-23,2024,3,CFL,HAM,SSK,,0.0,12.0,1.0,,
10798032,2024-07-04,2024,5,CFL,TOR,SSK,,0.0,30.0,3.0,,
10798038,2024-07-13,2024,6,CFL,SSK,BC,,0.0,0.0,0.0,,
10798044,2024-07-25,2024,8,CFL,SSK,MTL,,0.0,0.0,0.0,,
10798050,2024-08-03,2024,9,CFL,EDM,SSK,,1.0,23.0,1.0,,
10798052,2024-08-08,2024,10,CFL,SSK,OTT,,0.0,30.0,2.0,,
10798057,2024-08-16,2024,11,CFL,MTL,SSK,,1.0,53.0,4.0,,
10798096,2024-10-26,2024,21,CFL,CGY,SSK,,0.0,37.0,5.0,,
11824045,2025-06-05,2025,1,CFL,OTT,SSK,,0.0,31.0,2.0,,
11824052,2025-06-14,2025,2,CFL,SSK,HAM,,0.0,22.0,2.0,,
11824054,2025-06-20,2025,3,CFL,SSK,TOR,,0.0,33.0,1.0,,
11824059,2025-06-28,2025,4,CFL,BC,SSK,,0.0,10.0,1.0,,
11824065,2025-07-11,2025,6,CFL,CGY,SSK,,0.0,41.0,7.0,,
11824118,2025-10-17,2025,20,CFL,SSK,WPG,,0.0,71.0,5.0,,
11824125,2025-10-25,2025,21,CFL,BC,SSK,,0.0,18.0,2.0,,
