game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-28-SEA-SLC,2023-04-28,2023,1,AUDL,SEATTLE CASCADES,SALT LAKE SHRED,1.0,,1.0,1.0,,,,1.0,1.0,-9.0,5.0
2023-05-13-SEA-COL,2023-05-13,2023,3,AUDL,SEATTLE CASCADES,COLORADO SUMMIT,,,1.0,,,,3.0,1.0,1.0,2.0,
2023-07-01-COL-SEA,2023-07-01,2023,10,AUDL,COLORADO SUMMIT,SEATTLE CASCADES,1.0,,5.0,4.0,1.0,,,5.0,,27.0,28.0
2024-04-27-SD-SEA,2024-04-27,2024,1,UFA,growlers,cascades,1.0,0.0,,,0.0,2.0,,,3.0,105.0,223.0
2024-04-28-SD-POR,2024-04-28,2024,1,UFA,growlers,nitro,0.0,0.0,,,0.0,0.0,,,1.0,87.0,114.0
2024-05-03-SLC-SD,2024-05-03,2024,2,UFA,shred,growlers,1.0,0.0,,,0.0,2.0,,,0.0,127.0,111.0
2024-05-17-POR-SD,2024-05-17,2024,4,UFA,nitro,growlers,0.0,0.0,,,0.0,0.0,,,0.0,11.0,72.0
2024-05-25-SD-SLC,2024-05-25,2024,6,UFA,growlers,shred,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-01-SEA-SD,2024-06-01,2024,6,UFA,cascades,growlers,1.0,0.0,,,2.0,2.0,,,1.0,172.0,163.0
2024-06-15-LA-SD,2024-06-15,2024,8,UFA,aviators,growlers,0.0,0.0,,,0.0,3.0,,,1.0,108.0,133.0
2024-06-21-SD-COL,2024-06-21,2024,9,UFA,growlers,summit,2.0,0.0,,,0.0,2.0,,,1.0,148.0,314.0
2024-06-22-SD-OAK,2024-06-22,2024,9,UFA,growlers,spiders,3.0,0.0,,,0.0,2.0,,,2.0,238.0,375.0
2024-06-29-OAK-SD,2024-06-29,2024,10,UFA,spiders,growlers,1.0,1.0,,,0.0,4.0,,,2.0,153.0,115.0
2024-07-07-SD-LA,2024-07-07,2024,11,UFA,growlers,aviators,2.0,1.0,,,0.0,2.0,,,3.0,88.0,287.0
2024-07-20-OAK-SD,2024-07-20,2024,13,UFA,spiders,growlers,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-03-LA-SD,2025-05-03,2025,2,UFA,aviators,growlers,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-04-SD-LA,2025-05-04,2025,2,UFA,growlers,aviators,0.0,1.0,,,0.0,0.0,,,0.0,20.0,56.0
2025-05-09-ATL-SD,2025-05-09,2025,3,UFA,hustle,growlers,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-16-LA-SD,2025-05-16,2025,4,UFA,aviators,growlers,3.0,2.0,,,0.0,1.0,,,1.0,34.0,294.0
2025-05-23-SD-CAR,2025-05-23,2025,5,UFA,growlers,flyers,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-24-SD-ATL,2025-05-24,2025,5,UFA,growlers,hustle,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-31-HTX-SD,2025-05-31,2025,6,UFA,havoc,growlers,0.0,0.0,,,0.0,1.0,,,1.0,42.0,68.0
2025-06-07-ATX-SD,2025-06-07,2025,7,UFA,sol,growlers,0.0,1.0,,,1.0,1.0,,,0.0,82.0,26.0
2025-06-14-SD-LV,2025-06-14,2025,8,UFA,growlers,bighorns,1.0,1.0,,,0.0,0.0,,,0.0,49.0,42.0
2025-06-28-OAK-SD,2025-06-28,2025,10,UFA,spiders,growlers,0.0,0.0,,,0.0,1.0,,,0.0,46.0,27.0
2025-07-05-SD-LA,2025-07-05,2025,11,UFA,growlers,aviators,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-07-19-SD-OAK,2025-07-19,2025,13,UFA,growlers,spiders,1.0,0.0,,,0.0,1.0,,,1.0,66.0,151.0
2026-04-24-CAR-SD,2026-04-24,2026,1,UFA,flyers,growlers,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-05-09-ATL-SD,2026-05-09,2026,3,UFA,hustle,growlers,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-05-17-SD-OAK,2026-05-17,2026,4,UFA,growlers,spiders,1.0,0.0,,,0.0,1.0,,,1.0,39.0,14.0
2026-05-23-SD-LV,2026-05-23,2026,5,UFA,growlers,bighorns,2.0,0.0,,,1.0,3.0,,,2.0,149.0,105.0
