game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452440,,,1,,,,5.0,0.0,0.0,0.0,2.0,4.0,0.0
2660091,,,1,,,,3.0,1.0,0.0,1.0,0.0,6.0,0.0
2457579,,,2,,,,5.0,0.0,0.0,1.0,0.0,9.0,0.0
2559388,,,2,,,,6.0,0.0,0.0,1.0,0.0,6.0,2.0
2463130,,,3,,,,3.0,0.0,0.0,2.0,2.0,7.0,0.0
2559394,,,3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463416,,,4,,,,7.0,0.0,1.0,1.0,3.0,10.0,0.0
2559403,,,4,,,,0.0,0.0,0.0,0.0,4.0,4.0,0.0
2463421,,,5,,,,4.0,0.0,0.0,0.0,2.0,3.0,0.0
2559410,,,5,,,,4.0,0.0,0.0,0.0,0.0,5.0,1.0
2464828,,,6,,,,4.0,0.0,0.0,0.0,3.0,1.0,0.0
2559380,,,6,,,,9.0,3.0,0.0,9.0,0.0,21.0,0.0
2559418,,,6,,,,2.0,0.0,0.0,1.0,0.0,6.0,0.0
