game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot
FOOTBALL_CFL_2016_10_10_CGY@TOR,2016-10-10,2016,1,CFL,CGY,TOR,,,11.0,2.0,2.0,,8.0,12.0,,,,,,,,,,,,
FOOTBALL_CFL_2016_10_15_SSK@TOR,2016-10-15,2016,1,CFL,SSK,TOR,,,15.0,5.0,8.0,,24.0,34.0,,,,1.0,-3.0,,-3.0,1.0,,2.0,,
FOOTBALL_CFL_2016_10_21_TOR@CGY,2016-10-21,2016,1,CFL,TOR,CGY,,,,,,,,,40.0,1.0,40.0,,,,,,,,,
FOOTBALL_CFL_2016_10_2_TOR@MTL,2016-10-02,2016,1,CFL,TOR,MTL,,,10.0,4.0,6.0,,25.0,29.0,,,,,,,,,,,,
FOOTBALL_CFL_2016_11_5_TOR@EDM,2016-11-05,2016,1,CFL,TOR,EDM,,,17.0,6.0,7.0,,32.0,79.0,21.0,3.0,52.0,1.0,-1.0,,-1.0,,,,,
FOOTBALL_CFL_2016_6_23_HAM@TOR,2016-06-23,2016,1,CFL,HAM,TOR,,,,,,,,,13.0,2.0,25.0,,,,,,,,,
FOOTBALL_CFL_2016_6_30_TOR@SSK,2016-06-30,2016,1,CFL,TOR,SSK,,,8.0,2.0,2.0,,1.0,10.0,,,,1.0,7.0,,7.0,,,,,
FOOTBALL_CFL_2016_7_13_OTT@TOR,2016-07-13,2016,1,CFL,OTT,TOR,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_7_25_MTL@TOR,2016-07-25,2016,1,CFL,MTL,TOR,1.0,1.0,15.0,4.0,5.0,1.0,32.0,37.0,,,,1.0,3.0,,3.0,,1.0,6.0,,1.0
FOOTBALL_CFL_2016_7_31_TOR@OTT,2016-07-31,2016,1,CFL,TOR,OTT,,,15.0,2.0,2.0,,13.0,28.0,,,,,,,,,,,,
FOOTBALL_CFL_2016_7_7_TOR@BC,2016-07-07,2016,1,CFL,TOR,BC,,,2.0,1.0,2.0,,2.0,2.0,,,,2.0,9.0,,10.0,,,,,
FOOTBALL_CFL_2016_8_12_WPG@TOR,2016-08-12,2016,1,CFL,WPG,TOR,,,4.0,1.0,1.0,,4.0,4.0,,,,,,,,,,,,
FOOTBALL_CFL_2016_8_20_EDM@TOR,2016-08-20,2016,1,CFL,EDM,TOR,,,,1.0,2.0,,,,,,,,,,,,,,,
FOOTBALL_CFL_2016_8_31_BC@TOR,2016-08-31,2016,1,CFL,BC,TOR,,,7.0,1.0,1.0,,,7.0,,,,,,,,,,,,
FOOTBALL_CFL_2016_9_11_HAM@TOR,2016-09-11,2016,1,CFL,HAM,TOR,,,17.0,2.0,3.0,,22.0,22.0,,,,1.0,4.0,,4.0,,,,,
FOOTBALL_CFL_2016_9_23_TOR@OTT,2016-09-23,2016,1,CFL,TOR,OTT,,,10.0,3.0,3.0,,9.0,13.0,,,,4.0,14.0,,24.0,,,,,
FOOTBALL_CFL_2016_9_5_TOR@HAM,2016-09-05,2016,1,CFL,TOR,HAM,,,21.0,2.0,3.0,,15.0,20.0,,,,,,,,,,,,
