game_id,date,season,week,league,away,home,interceptions_made,sacks,tackles
9889284,2023-06-09,2023,1,CFL,HAM,WPG,,,4.0
9889288,2023-06-16,2023,2,CFL,WPG,SSK,,,5.0
9889318,2023-08-10,2023,10,CFL,WPG,EDM,1.0,0.0,3.0
9889323,2023-08-18,2023,11,CFL,WPG,CGY,0.0,0.0,4.0
9889326,2023-08-24,2023,12,CFL,MTL,WPG,0.0,0.0,1.0
9889331,2023-09-03,2023,13,CFL,WPG,SSK,0.0,1.0,5.0
9889336,2023-09-09,2023,14,CFL,SSK,WPG,0.0,0.0,6.0
9889340,2023-09-16,2023,15,CFL,WPG,HAM,1.0,0.0,4.0
9889346,2023-09-29,2023,17,CFL,TOR,WPG,0.0,0.0,2.0
9889351,2023-10-06,2023,18,CFL,WPG,BC,0.0,0.0,2.0
9889360,2023-10-21,2023,20,CFL,EDM,WPG,0.0,1.0,3.0
9889361,2023-10-27,2023,21,CFL,WPG,CGY,0.0,0.0,1.0
10798142,2024-05-20,2024,1,CFL,WPG,SSK,0.0,0.0,4.0
