game_id,date,season,week,league,away,home,1pt_conversion,conversions,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
FOOTBALL_XFL_2023_2_18_VGS@ARL,2023-02-18,2023,1,XFL,VGS,ARL,,,1.0,,,,,10.0
FOOTBALL_XFL_2023_2_25_DC@VGS,2023-02-25,2023,2,XFL,VIPERS,DEFENDERS,,,,,33.0,2.0,,10.0
FOOTBALL_XFL_2023_3_4_SEA@VGS,2023-03-04,2023,3,XFL,VIPERS,SEA DRAGONS,,,,1.0,50.0,1.0,,3.0
FOOTBALL_XFL_2023_3_12_VGS@DC,2023-03-12,2023,4,XFL,DEFENDERS,VIPERS,,,,,22.0,2.0,,39.0
FOOTBALL_XFL_2023_3_18_ORL@VGS,2023-03-18,2023,5,XFL,ORL,VGS,,,1.0,,57.0,2.0,,23.0
SYNTHETIC_XFL_2023_W5_VIPERS,2023-03-18,2023,5,XFL,VIPERS,GUARDIANS,0.0,0.0,,,,,,
FOOTBALL_XFL_2023_3_25_STL@VGS,2023-03-25,2023,6,XFL,STL,VGS,,,,1.0,44.0,3.0,,19.0
FOOTBALL_XFL_2023_4_1_SA@VGS,2023-04-01,2023,7,XFL,SA,VGS,,,,,,,1.0,17.0
FOOTBALL_XFL_2023_4_8_VGS@STL,2023-04-08,2023,8,XFL,VGS,STL,,,,,,,1.0,30.0
FOOTBALL_XFL_2023_4_15_VGS@HOU,2023-04-15,2023,9,XFL,VGS,HOU,,,,,63.0,4.0,1.0,46.0
SYNTHETIC_XFL_2023_W9_VIPERS,2023-04-15,2023,9,XFL,ROUGHNECKS,VIPERS,0.0,0.0,,,,,,
FOOTBALL_XFL_2023_4_23_VGS@SEA,2023-04-23,2023,10,XFL,VGS,SEA,,,,,,,,30.0
SYNTHETIC_UFL_2024_W1_BRAHMAS,2024-03-31,2024,1,UFL,BRAHMAS,DEFENDERS,2.0,,,0.0,9.0,1.0,0.0,13.0
SYNTHETIC_UFL_2024_W2_BRAHMAS,2024-04-06,2024,2,UFL,SHOWBOATS,BRAHMAS,,1.0,,0.0,-5.0,2.0,0.0,10.0
SYNTHETIC_UFL_2024_W3_BRAHMAS,2024-04-14,2024,3,UFL,BRAHMAS,BATTLEHAWKS,,,,0.0,2.0,1.0,1.0,41.0
SYNTHETIC_UFL_2024_W4_BRAHMAS,2024-04-20,2024,4,UFL,BRAHMAS,PANTHERS,,,,0.0,9.0,3.0,1.0,35.0
SYNTHETIC_UFL_2024_W5_BRAHMAS,2024-04-27,2024,5,UFL,RENEGADES,BRAHMAS,,,,0.0,13.0,3.0,2.0,95.0
SYNTHETIC_UFL_2024_W6_BRAHMAS,2024-05-05,2024,6,UFL,DEFENDERS,BRAHMAS,,,,1.0,1.0,2.0,0.0,153.0
SYNTHETIC_UFL_2024_W7_BRAHMAS,2024-05-12,2024,7,UFL,ROUGHNECKS,BRAHMAS,,,1.0,0.0,28.0,5.0,1.0,37.0
SYNTHETIC_UFL_2024_W8_BRAHMAS,2024-05-19,2024,8,UFL,BRAHMAS,RENEGADES,,,,,,,0.0,37.0
SYNTHETIC_UFL_2024_W9_BRAHMAS,2024-05-25,2024,9,UFL,BRAHMAS,STALLIONS,0.0,0.0,,,,,,
SYNTHETIC_UFL_2024_W11_BRAHMAS,2024-06-09,2024,11,UFL,BATTLEHAWKS,BRAHMAS,,,,0.0,0.0,0.0,0.0,83.0
SYNTHETIC_UFL_2024_W12_BRAHMAS,2024-06-16,2024,12,UFL,BRAHMAS,STALLIONS,,,,,,,0.0,2.0
SYNTHETIC_UFL_2025_W1_BRAHMAS,2025-03-29,2025,1,UFL,RENEGADES,BRAHMAS,,,,0.0,16.0,1.0,1.0,18.0
SYNTHETIC_UFL_2025_W3_BRAHMAS,2025-04-13,2025,3,UFL,PANTHERS,BRAHMAS,,,,0.0,7.0,1.0,0.0,18.0
SYNTHETIC_UFL_2025_W10_BRAHMAS,2025-06-01,2025,10,UFL,BRAHMAS,RENEGADES,,,,0.0,1.0,1.0,0.0,-4.0
SYNTHETIC_UFL_2026_W1_COLUMBUSAVIATORS,2026-03-29,2026,1,UFL,COLUMBUS AVIATORS,ORLANDO STORM,,,,0.0,0.0,0.0,0.0,12.0
SYNTHETIC_UFL_2026_W2_COLUMBUSAVIATORS,2026-04-03,2026,2,UFL,DC DEFENDERS,COLUMBUS AVIATORS,,,,0.0,-6.0,1.0,0.0,33.0
SYNTHETIC_UFL_2026_W3_COLUMBUSAVIATORS,2026-04-12,2026,3,UFL,COLUMBUS AVIATORS,DALLAS RENEGADES,,,,1.0,23.0,3.0,1.0,24.0
SYNTHETIC_UFL_2026_W4_COLUMBUSAVIATORS,2026-04-17,2026,4,UFL,DALLAS RENEGADES,COLUMBUS AVIATORS,,,,0.0,0.0,0.0,0.0,80.0
SYNTHETIC_UFL_2026_W5_COLUMBUSAVIATORS,2026-04-26,2026,5,UFL,COLUMBUS AVIATORS,HOUSTON GAMBLERS,,,,,,,0.0,19.0
SYNTHETIC_UFL_2026_W6_COLUMBUSAVIATORS,2026-05-01,2026,6,UFL,HOUSTON GAMBLERS,COLUMBUS AVIATORS,,,,0.0,-3.0,1.0,1.0,63.0
