game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_SHRED,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
SYNTHETIC_AUDL_W3_SHRED,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-24-SD-SLC,2022-06-24,2022,5,,SD,SLC,0.0,0.0,,,0.0,0.0,,,,0.0,60.0,29.0
2022-07-08-SLC-SEA,2022-07-08,2022,7,,SLC,SEA,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-09-SLC-POR,2022-07-09,2022,7,,SLC,POR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-16-SLC-OAK,2022-07-16,2022,8,,SLC,OAK,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-22-LA-SLC,2022-07-22,2022,9,,LA,SLC,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-29-POR-SLC,2022-07-29,2022,10,,POR,SLC,0.0,0.0,,,0.0,2.0,,,,0.0,61.0,26.0
2023-05-13-SLC-OAK,2023-05-13,2023,3,,SLC,OAK,,,1.0,1.0,,,,,1.0,,9.0,2.0
2023-07-07-POR-SLC,2023-07-07,2023,11,,POR,SLC,2.0,1.0,11.0,10.0,,,1.0,1.0,11.0,,103.0,93.0
