game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
10798031,2024-06-30,2024,4,CFL,HAM,OTT,0.0,40.0,7.0,0.0,56.0
10798058,2024-08-17,2024,11,CFL,EDM,HAM,1.0,88.0,6.0,1.0,85.0
10798061,2024-08-23,2024,12,CFL,HAM,WPG,0.0,4.0,1.0,2.0,41.0
10798066,2024-09-02,2024,13,CFL,TOR,HAM,0.0,40.0,4.0,0.0,78.0
10798073,2024-09-14,2024,15,CFL,OTT,HAM,0.0,12.0,2.0,1.0,99.0
10798080,2024-09-27,2024,17,CFL,HAM,BC,0.0,24.0,5.0,1.0,40.0
10798090,2024-10-18,2024,20,CFL,CGY,HAM,0.0,23.0,3.0,0.0,139.0
10798093,2024-10-25,2024,21,CFL,HAM,OTT,0.0,-1.0,1.0,1.0,91.0
11824047,2025-06-07,2025,1,CFL,HAM,CGY,0.0,32.0,6.0,0.0,14.0
11824052,2025-06-14,2025,2,CFL,SSK,HAM,0.0,44.0,6.0,0.0,46.0
11824062,2025-07-04,2025,5,CFL,HAM,TOR,0.0,19.0,3.0,1.0,48.0
11824075,2025-07-27,2025,8,CFL,HAM,BC,0.0,26.0,3.0,0.0,56.0
11824078,2025-08-02,2025,9,CFL,HAM,EDM,0.0,36.0,4.0,1.0,55.0
11824080,2025-08-07,2025,10,CFL,BC,HAM,0.0,19.0,3.0,0.0,65.0
11824086,2025-08-16,2025,11,CFL,HAM,SSK,0.0,52.0,5.0,0.0,55.0
11824093,2025-09-01,2025,13,CFL,TOR,HAM,0.0,39.0,5.0,0.0,24.0
11824096,2025-09-06,2025,14,CFL,HAM,MTL,0.0,34.0,5.0,1.0,156.0
11824099,2025-09-12,2025,15,CFL,WPG,HAM,1.0,31.0,3.0,1.0,137.0
11824106,2025-09-20,2025,16,CFL,EDM,HAM,,39.0,8.0,,93.0
11824109,2025-09-27,2025,17,CFL,HAM,WPG,0.0,26.0,4.0,0.0,88.0
11824112,2025-10-04,2025,18,CFL,HAM,TOR,0.0,20.0,3.0,1.0,76.0
11824115,2025-10-11,2025,19,CFL,CGY,HAM,0.0,-2.0,2.0,0.0,31.0
11824122,2025-10-24,2025,21,CFL,OTT,HAM,0.0,11.0,3.0,0.0,94.0
