game_id,date,season,week,league,away,home,1pt_conversion,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_UFL_2024_W3_ROUGHNECKS,2024-04-14,2024,3,UFL,PANTHERS,ROUGHNECKS,,,0.0,,0.0,12.0,,
SYNTHETIC_UFL_2024_W5_ROUGHNECKS,2024-04-27,2024,5,UFL,ROUGHNECKS,STALLIONS,,,1.0,,0.0,35.0,,
SYNTHETIC_UFL_2024_W8_ROUGHNECKS,2024-05-18,2024,8,UFL,STALLIONS,ROUGHNECKS,,1.0,0.0,1.0,0.0,97.0,1.0,34.0
SYNTHETIC_UFL_2024_W9_ROUGHNECKS,2024-05-26,2024,9,UFL,ROUGHNECKS,PANTHERS,1.0,,0.0,,2.0,150.0,0.0,66.0
SYNTHETIC_UFL_2024_W10_ROUGHNECKS,2024-06-02,2024,10,UFL,SHOWBOATS,ROUGHNECKS,,,0.0,,0.0,232.0,0.0,43.0
SYNTHETIC_UFL_2025_W1_ROUGHNECKS,2025-03-28,2025,1,UFL,ROUGHNECKS,BATTLEHAWKS,,,0.0,,1.0,68.0,0.0,54.0
SYNTHETIC_UFL_2025_W2_ROUGHNECKS,2025-04-06,2025,2,UFL,RENEGADES,ROUGHNECKS,,,0.0,,0.0,0.0,0.0,7.0
SYNTHETIC_UFL_2025_W3_ROUGHNECKS,2025-04-12,2025,3,UFL,SHOWBOATS,ROUGHNECKS,,,0.0,,1.0,80.0,0.0,15.0
SYNTHETIC_UFL_2025_W4_ROUGHNECKS,2025-04-19,2025,4,UFL,ROUGHNECKS,STALLIONS,,,0.0,,0.0,35.0,0.0,6.0
SYNTHETIC_UFL_2026_W1_HOUSTONGAMBLERS,2026-03-28,2026,1,UFL,HOUSTON GAMBLERS,DALLAS RENEGADES,,,2.0,,0.0,34.0,0.0,8.0
SYNTHETIC_UFL_2026_W2_HOUSTONGAMBLERS,2026-04-05,2026,2,UFL,BIRMINGHAM STALLIONS,HOUSTON GAMBLERS,,,0.0,,0.0,186.0,0.0,23.0
SYNTHETIC_UFL_2026_W4_HOUSTONGAMBLERS,2026-04-16,2026,4,UFL,LOUISVILLE KINGS,HOUSTON GAMBLERS,,,0.0,,0.0,43.0,0.0,1.0
SYNTHETIC_UFL_2026_W5_HOUSTONGAMBLERS,2026-04-26,2026,5,UFL,COLUMBUS AVIATORS,HOUSTON GAMBLERS,,,0.0,,0.0,146.0,1.0,37.0
SYNTHETIC_UFL_2026_W6_HOUSTONGAMBLERS,2026-05-01,2026,6,UFL,HOUSTON GAMBLERS,COLUMBUS AVIATORS,,,0.0,,0.0,38.0,0.0,36.0
