game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_made,sacks,tackles
FOOTBALL_CFL_2019_9_2_EDM@CGY,2019-09-02,2019,1,CFL,EDM,CGY,1.0,1.0,,,
FOOTBALL_CFL_2019_9_7_CGY@EDM,2019-09-07,2019,1,CFL,CGY,EDM,1.0,1.0,,,
SYNTHETIC_CFL_2023_W1_CGY,2023-06-08,2023,1,CFL,BC,CGY,,,,,2.0
SYNTHETIC_CFL_2023_W2_CGY,2023-06-15,2023,2,CFL,CGY,OTT,,,,,1.0
SYNTHETIC_CFL_2023_W10_CGY,2023-08-12,2023,10,CFL,CGY,BC,,,0.0,0.0,1.0
SYNTHETIC_CFL_2023_W13_CGY,2023-09-04,2023,13,CFL,EDM,CGY,,,0.0,0.0,1.0
SYNTHETIC_CFL_2023_W14_CGY,2023-09-09,2023,14,CFL,CGY,EDM,,,0.0,0.0,1.0
SYNTHETIC_CFL_2023_W16_CGY,2023-09-23,2023,16,CFL,MTL,CGY,,,0.0,0.0,4.0
SYNTHETIC_CFL_2023_W17_CGY,2023-09-30,2023,17,CFL,CGY,HAM,,,0.0,0.0,1.0
SYNTHETIC_CFL_2023_W19_CGY,2023-10-13,2023,19,CFL,SSK,CGY,,,0.0,0.0,1.0
SYNTHETIC_CFL_2023_W20_CGY,2023-10-20,2023,20,CFL,CGY,BC,,,0.0,0.0,2.0
SYNTHETIC_CFL_2023_W21_CGY,2023-10-27,2023,21,CFL,WPG,CGY,,,0.0,0.0,1.0
