game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2022_W11_TOR,2022-08-20,2022,11,CFL,CGY,TOR,0.0,17.0,2.0,0.0,9.0
SYNTHETIC_CFL_2022_W18_TOR,2022-10-08,2022,18,CFL,BC,TOR,0.0,9.0,1.0,,
SYNTHETIC_CFL_2022_W19_TOR,2022-10-15,2022,19,CFL,TOR,EDM,,,,0.0,3.0
SYNTHETIC_CFL_2023_W8_TOR,2023-07-29,2023,8,CFL,SSK,TOR,,,,0.0,11.0
SYNTHETIC_CFL_2023_W9_TOR,2023-08-04,2023,9,CFL,TOR,CGY,0.0,-2.0,1.0,0.0,8.0
SYNTHETIC_CFL_2023_W21_TOR,2023-10-28,2023,21,CFL,TOR,OTT,,,,0.0,1.0
SYNTHETIC_CFL_2024_W1_EDM,2024-06-08,2024,1,CFL,SSK,EDM,0.0,4.0,1.0,0.0,4.0
SYNTHETIC_CFL_2024_W2_EDM,2024-05-25,2024,2,CFL,SSK,EDM,,,,0.0,6.0
SYNTHETIC_CFL_2024_W3_EDM,2024-06-22,2024,3,CFL,EDM,TOR,0.0,26.0,4.0,0.0,6.0
SYNTHETIC_CFL_2024_W4_EDM,2024-06-27,2024,4,CFL,EDM,BC,0.0,8.0,1.0,0.0,19.0
SYNTHETIC_CFL_2024_W6_EDM,2024-07-14,2024,6,CFL,OTT,EDM,0.0,21.0,2.0,0.0,19.0
SYNTHETIC_CFL_2024_W7_EDM,2024-07-19,2024,7,CFL,EDM,OTT,0.0,-5.0,1.0,0.0,11.0
SYNTHETIC_CFL_2024_W8_EDM,2024-07-28,2024,8,CFL,HAM,EDM,0.0,33.0,3.0,0.0,55.0
SYNTHETIC_CFL_2024_W9_EDM,2024-08-03,2024,9,CFL,EDM,SSK,0.0,26.0,3.0,3.0,169.0
SYNTHETIC_CFL_2024_W10_EDM,2024-08-11,2024,10,CFL,BC,EDM,0.0,37.0,4.0,1.0,97.0
SYNTHETIC_CFL_2024_W11_EDM,2024-08-17,2024,11,CFL,EDM,HAM,0.0,11.0,1.0,1.0,12.0
SYNTHETIC_CFL_2024_W13_EDM,2024-09-02,2024,13,CFL,EDM,CGY,0.0,3.0,1.0,0.0,53.0
SYNTHETIC_CFL_2024_W14_EDM,2024-09-07,2024,14,CFL,CGY,EDM,0.0,27.0,5.0,0.0,55.0
SYNTHETIC_CFL_2024_W18_EDM,2024-10-05,2024,18,CFL,SSK,EDM,0.0,7.0,2.0,1.0,15.0
SYNTHETIC_CFL_2024_W19_EDM,2024-10-12,2024,19,CFL,EDM,CGY,0.0,23.0,4.0,0.0,12.0
SYNTHETIC_CFL_2024_W21_EDM,2024-10-25,2024,21,CFL,TOR,EDM,1.0,80.0,2.0,0.0,128.0
SYNTHETIC_CFL_2025_W1_EDM,2025-06-07,2025,1,CFL,EDM,BC,,-7.0,1.0,,5.0
SYNTHETIC_CFL_2025_W3_EDM,2025-06-19,2025,3,CFL,MTL,EDM,0.0,5.0,2.0,0.0,41.0
SYNTHETIC_CFL_2025_W4_EDM,2025-06-26,2025,4,CFL,EDM,WPG,0.0,0.0,0.0,0.0,42.0
SYNTHETIC_CFL_2025_W5_EDM,2025-07-06,2025,5,CFL,OTT,EDM,0.0,46.0,1.0,0.0,10.0
SYNTHETIC_CFL_2025_W6_EDM,2025-07-13,2025,6,CFL,BC,EDM,0.0,0.0,0.0,0.0,2.0
SYNTHETIC_CFL_2025_W8_EDM,2025-07-25,2025,8,CFL,EDM,SSK,0.0,9.0,2.0,0.0,5.0
SYNTHETIC_CFL_2025_W9_EDM,2025-08-02,2025,9,CFL,HAM,EDM,,,,0.0,26.0
SYNTHETIC_CFL_2025_W10_EDM,2025-08-08,2025,10,CFL,EDM,MTL,0.0,7.0,1.0,0.0,0.0
SYNTHETIC_CFL_2025_W11_EDM,2025-08-15,2025,11,CFL,TOR,EDM,0.0,11.0,1.0,0.0,3.0
SYNTHETIC_CFL_2025_W12_EDM,2025-08-22,2025,12,CFL,EDM,OTT,0.0,17.0,1.0,0.0,24.0
SYNTHETIC_CFL_2025_W13_EDM,2025-09-01,2025,13,CFL,EDM,CGY,,,,0.0,2.0
SYNTHETIC_CFL_2025_W14_EDM,2025-09-06,2025,14,CFL,CGY,EDM,0.0,-3.0,1.0,0.0,16.0
SYNTHETIC_CFL_2025_W15_EDM,2025-09-13,2025,15,CFL,EDM,TOR,0.0,14.0,2.0,0.0,17.0
SYNTHETIC_CFL_2025_W16_EDM,2025-09-20,2025,16,CFL,EDM,HAM,,14.0,1.0,,4.0
SYNTHETIC_CFL_2025_W17_EDM,2025-09-27,2025,17,CFL,SSK,EDM,,,,0.0,1.0
SYNTHETIC_CFL_2025_W19_EDM,2025-10-11,2025,19,CFL,WPG,EDM,,,,0.0,1.0
SYNTHETIC_CFL_2025_W20_EDM,2025-10-17,2025,20,CFL,EDM,BC,,,,1.0,16.0
