game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_EMPIRE,,,1,AUDL,,,0.0,0.0,,,0.0,7.0,,,,0.0,394.0,19.0
SYNTHETIC_AUDL_W2_EMPIRE,,,2,AUDL,,,0.0,0.0,,,0.0,2.0,,,,0.0,129.0,-63.0
SYNTHETIC_AUDL_W3_EMPIRE,,,3,AUDL,,,2.0,0.0,,,0.0,6.0,,,,1.0,318.0,-66.0
2022-06-18-OTT-NY,2022-06-18,2022,4,,OTT,NY,0.0,1.0,,,0.0,2.0,,,,0.0,118.0,52.0
2022-07-01-MTL-NY,2022-07-01,2022,6,,MTL,NY,0.0,0.0,,,0.0,2.0,,,,0.0,68.0,15.0
2022-07-09-BOS-NY,2022-07-09,2022,7,,BOS,NY,0.0,1.0,,,0.0,8.0,,,,0.0,236.0,58.0
2022-07-22-NY-PHI,2022-07-22,2022,9,,NY,PHI,0.0,0.0,,,0.0,4.0,,,,1.0,345.0,-12.0
2023-04-29-PHI-NY,2023-04-29,2023,1,,PHI,NY,,,15.0,14.0,,,,,15.0,,166.0,-12.0
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,1.0,1.0,18.0,16.0,,3.0,4.0,,16.0,,261.0,49.0
2023-05-13-NY-DC,2023-05-13,2023,3,,NY,DC,,3.0,31.0,21.0,,7.0,1.0,,23.0,2.0,284.0,13.0
2023-05-20-NY-PHI,2023-05-20,2023,4,,NY,PHI,,2.0,46.0,38.0,,9.0,2.0,,38.0,,382.0,3.0
2023-06-02-NY-BOS,2023-06-02,2023,6,,NY,BOS,,3.0,14.0,9.0,,,,,9.0,,167.0,63.0
2023-06-03-NY-MTL,2023-06-03,2023,6,,NY,MTL,,,,,,6.0,,,,,,
2023-06-10-ATL-NY,2023-06-10,2023,7,,ATL,NY,1.0,,24.0,18.0,,4.0,,,19.0,1.0,355.0,-21.0
