game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_SPIDERS,,,2,AUDL,,,1.0,0.0,,,,0.0,0.0,,,,,0.0,-8.0,5.0
SYNTHETIC_AUDL_W3_SPIDERS,,,3,AUDL,,,0.0,0.0,,,,0.0,3.0,,,,,0.0,105.0,59.0
2022-06-17-SEA-OAK,2022-06-17,2022,4,,SEA,OAK,0.0,1.0,,,,0.0,0.0,,,,,1.0,-6.0,101.0
2022-06-25-OAK-SEA,2022-06-25,2022,5,,OAK,SEA,0.0,0.0,,,,0.0,1.0,,,,,1.0,9.0,145.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,2.0,0.0,,,,0.0,0.0,,,,,0.0,-54.0,139.0
2022-07-16-SLC-OAK,2022-07-16,2022,8,,SLC,OAK,0.0,1.0,,,,0.0,0.0,,,,,1.0,-7.0,98.0
2022-07-23-LA-OAK,2022-07-23,2022,9,,LA,OAK,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-29-OAK-LA,2022-07-29,2022,10,,OAK,LA,0.0,1.0,,,,0.0,3.0,,,,,0.0,40.0,-3.0
2022-07-30-OAK-SD,2022-07-30,2022,10,,OAK,SD,0.0,0.0,,,,0.0,0.0,,,,,0.0,15.0,53.0
2023-04-29-SEA-OAK,2023-04-29,2023,1,,SEA,OAK,,1.0,,,3.0,,,1.0,,9.0,3.0,,,7.0
2023-05-20-OAK-SEA,2023-05-20,2023,4,,OAK,SEA,,,,6.0,7.0,,1.0,1.0,,15.0,7.0,,-11.0,46.0
2023-06-03-OAK-SLC,2023-06-03,2023,6,,OAK,SLC,,1.0,,8.0,8.0,,,,,13.0,9.0,,95.0,41.0
2023-06-04-OAK-COL,2023-06-04,2023,6,,OAK,COL,1.0,,,,,,2.0,2.0,,,,1.0,,
2023-06-17-COL-OAK,2023-06-17,2023,8,,COL,OAK,,,,9.0,10.0,,1.0,1.0,,9.0,11.0,1.0,32.0,49.0
2023-07-08-POR-OAK,2023-07-08,2023,11,,POR,OAK,1.0,2.0,1.0,11.0,15.0,,1.0,1.0,1.0,11.0,16.0,,-26.0,161.0
2023-07-15-LA-OAK,2023-07-15,2023,12,,LA,OAK,,1.0,,6.0,8.0,,,1.0,,11.0,8.0,,-35.0,49.0
2023-07-21-OAK-LA,2023-07-21,2023,13,,OAK,LA,1.0,1.0,,3.0,4.0,,,,,11.0,4.0,,10.0,3.0
