game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-PHI-NY,2023-04-29,2023,1,,PHI,NY,,1.0,4.0,3.0,,1.0,1.0,,,4.0,1.0,44.0,24.0
2023-05-07-PHI-DC,2023-05-07,2023,2,,PHI,DC,,,5.0,4.0,1.0,1.0,1.0,,,4.0,,30.0,28.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,,PHI,BOS,,1.0,2.0,1.0,,1.0,,,,2.0,1.0,28.0,-16.0
2023-05-20-NY-PHI,2023-05-20,2023,4,,NY,PHI,2.0,,19.0,17.0,,1.0,1.0,1.0,,18.0,1.0,187.0,104.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,1.0,,11.0,11.0,,1.0,,1.0,,12.0,1.0,142.0,100.0
2023-06-03-CAR-PHI,2023-06-03,2023,6,,CAR,PHI,2.0,,17.0,15.0,,,1.0,2.0,,17.0,1.0,43.0,200.0
2023-06-17-MTL-PHI,2023-06-17,2023,8,,MTL,PHI,,1.0,8.0,11.0,1.0,,1.0,,1.0,11.0,,10.0,2.0
2023-07-02-PHI-MTL,2023-07-02,2023,10,,PHI,MTL,,,11.0,8.0,,2.0,1.0,,,9.0,1.0,75.0,30.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,,BOS,PHI,,1.0,10.0,10.0,,1.0,3.0,,10.0,10.0,,71.0,57.0
2023-07-15-DC-PHI,2023-07-15,2023,12,,DC,PHI,,1.0,19.0,18.0,,,1.0,,,19.0,1.0,7.0,40.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,1.0,,25.0,22.0,,2.0,,,,23.0,1.0,47.0,91.0
2024-05-05-DC-PHI,2024-05-05,2024,2,,DC,PHI,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-05-11-BOS-PHI,2024-05-11,2024,3,,BOS,PHI,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-05-18-PHI-DC,2024-05-18,2024,4,,PHI,DC,3.0,0.0,,,0.0,0.0,,,,,0.0,62.0,115.0
2024-05-24-PHI-NY,2024-05-24,2024,5,,PHI,NY,0.0,0.0,,,1.0,0.0,,,,,0.0,41.0,-35.0
2024-06-01-TOR-PHI,2024-06-01,2024,6,,TOR,PHI,2.0,1.0,,,0.0,1.0,,,,,1.0,-19.0,107.0
2024-06-08-PHI-BOS,2024-06-08,2024,7,,PHI,BOS,0.0,0.0,,,0.0,1.0,,,,,0.0,102.0,33.0
2024-06-15-NY-PHI,2024-06-15,2024,8,,NY,PHI,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-06-21-MTL-PHI,2024-06-21,2024,9,,MTL,PHI,0.0,1.0,,,0.0,1.0,,,,,0.0,60.0,57.0
2024-06-29-PHI-TOR,2024-06-29,2024,10,,PHI,TOR,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-06-30-PHI-MTL,2024-06-30,2024,10,,PHI,MTL,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-07-06-PHI-CAR,2024-07-06,2024,11,,PHI,CAR,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-07-20-PIT-PHI,2024-07-20,2024,13,,PIT,PHI,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-04-26-MAD-MIN,2025-04-26,2025,1,,MAD,MIN,1.0,0.0,,,0.0,0.0,,,,,3.0,28.0,103.0
2025-05-02-MAD-HTX,2025-05-02,2025,2,,MAD,HTX,1.0,2.0,,,0.0,1.0,,,,,0.0,37.0,102.0
2025-05-03-MAD-ATX,2025-05-03,2025,2,,MAD,ATX,0.0,0.0,,,0.0,0.0,,,,,2.0,67.0,54.0
2025-05-17-PIT-MAD,2025-05-17,2025,4,,PIT,MAD,1.0,1.0,,,0.0,2.0,,,,,0.0,119.0,27.0
2025-05-30-IND-MAD,2025-05-30,2025,6,,IND,MAD,2.0,2.0,,,0.0,1.0,,,,,1.0,178.0,116.0
2025-06-08-MAD-CHI,2025-06-08,2025,7,,MAD,CHI,0.0,0.0,,,0.0,0.0,,,,,0.0,-12.0,7.0
2025-06-13-MIN-MAD,2025-06-13,2025,8,,MIN,MAD,4.0,1.0,,,1.0,0.0,,,,,0.0,88.0,186.0
2025-06-14-MAD-DET,2025-06-14,2025,8,,MAD,DET,5.0,1.0,,,1.0,4.0,,,,,0.0,243.0,155.0
2025-06-27-DET-MAD,2025-06-27,2025,10,,DET,MAD,5.0,0.0,,,0.0,2.0,,,,,1.0,179.0,159.0
2025-06-28-MAD-IND,2025-06-28,2025,10,,MAD,IND,6.0,1.0,,,0.0,1.0,,,,,3.0,150.0,94.0
2025-07-05-IND-MAD,2025-07-05,2025,11,,IND,MAD,4.0,2.0,,,0.0,1.0,,,,,2.0,158.0,74.0
2025-07-12-MAD-MIN,2025-07-12,2025,12,,MAD,MIN,2.0,0.0,,,0.0,2.0,,,,,1.0,251.0,41.0
2025-07-20-CHI-MAD,2025-07-20,2025,13,,CHI,MAD,4.0,0.0,,,0.0,1.0,,,,,3.0,253.0,270.0
