game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-SLC-POR,2023-05-05,2023,2,,SLC,POR,,,1.0,,,,1.0,,,,
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,,,,,,,2.0,,,,
2023-05-13-POR-SD,2023-05-13,2023,3,,POR,SD,,1.0,,,,,,,,,
2023-07-07-POR-SLC,2023-07-07,2023,11,,POR,SLC,0.0,0.0,6.0,4.0,,0.0,1.0,9.0,,17.0,-17.0
2023-07-08-POR-OAK,2023-07-08,2023,11,,POR,OAK,,,,,2.0,,,,5.0,,
2023-07-22-POR-SEA,2023-07-22,2023,13,,POR,SEA,,,,,,,1.0,,,,
2024-04-28-SD-POR,2024-04-28,2024,1,,SD,POR,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-10-OAK-POR,2024-05-10,2024,3,,OAK,POR,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-17-POR-SD,2024-05-17,2024,4,,POR,SD,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0
2024-05-18-POR-LA,2024-05-18,2024,4,,POR,LA,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-25-POR-SEA,2024-05-25,2024,5,,POR,SEA,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-08-LA-POR,2024-06-08,2024,7,,LA,POR,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0
2024-06-15-SEA-POR,2024-06-15,2024,8,,SEA,POR,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-30-COL-POR,2024-06-30,2024,10,,COL,POR,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-07-05-POR-SLC,2024-07-05,2024,11,,POR,SLC,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-07-06-POR-OAK,2024-07-06,2024,11,,POR,OAK,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-07-13-SLC-POR,2024-07-13,2024,12,,SLC,POR,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-07-21-POR-SEA,2024-07-21,2024,13,,POR,SEA,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
