game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452436,,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457579,,,2,,,,0.0,0.0,0.0,1.0,0.0,4.0,0.0
2463134,,,3,,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2463412,2022-07-08,,4,BIG3,Triplets,Bivouac,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559383,2023-06-25,2023,1,BIG3,BALL HOGS,ALIENS,2.0,0.0,0.0,2.0,0.0,0.0,0.0
2559390,2023-07-01,2023,2,BIG3,ALIENS,GHOST BALLERS,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2559395,2023-07-09,2023,3,BIG3,ALIENS,KILLER 3s,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559403,2023-07-15,2023,4,BIG3,ENEMIES,ALIENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559406,2023-07-23,2023,5,BIG3,TRIPLETS,ALIENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559424,2023-07-30,2023,6,BIG3,ALIENS,TRI-STATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
