game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-02-CAR-DC,2023-06-02,2023,6,,CAR,DC,,1.0,,,,,,2.0,1.0,,
2023-06-03-CAR-PHI,2023-06-03,2023,6,,CAR,PHI,,,2.0,1.0,,1.0,1.0,,,13.0,16.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,,ATL,CAR,,1.0,2.0,2.0,,,,2.0,,24.0,-2.0
2023-07-22-CAR-ATL,2023-07-22,2023,13,,CAR,ATL,,,13.0,11.0,,,3.0,12.0,,122.0,111.0
2023-07-25-DAL-CAR,2023-07-25,2023,13,,DAL,CAR,,,,,1.0,1.0,,,1.0,,
2025-04-26-MTL-BOS,2025-04-26,2025,1,,MTL,BOS,0.0,0.0,,,0.0,3.0,,,0.0,139.0,-14.0
2025-05-10-MTL-BOS,2025-05-10,2025,3,,MTL,BOS,0.0,1.0,,,0.0,2.0,,,1.0,33.0,-1.0
2025-05-16-NY-BOS,2025-05-16,2025,4,,NY,BOS,0.0,0.0,,,0.0,1.0,,,0.0,57.0,28.0
2025-05-18-BOS-DC,2025-05-18,2025,4,,BOS,DC,0.0,0.0,,,0.0,0.0,,,1.0,57.0,0.0
2025-06-07-PHI-BOS,2025-06-07,2025,7,,PHI,BOS,0.0,1.0,,,1.0,0.0,,,0.0,7.0,30.0
2025-06-14-BOS-MTL,2025-06-14,2025,8,,BOS,MTL,0.0,0.0,,,0.0,0.0,,,0.0,24.0,2.0
2025-06-15-BOS-TOR,2025-06-15,2025,8,,BOS,TOR,0.0,0.0,,,0.0,0.0,,,0.0,13.0,-12.0
2025-06-21-TOR-BOS,2025-06-21,2025,9,,TOR,BOS,0.0,0.0,,,0.0,1.0,,,0.0,53.0,-11.0
2025-07-06-DC-BOS,2025-07-06,2025,11,,DC,BOS,2.0,0.0,,,1.0,1.0,,,0.0,97.0,64.0
2025-07-11-BOS-PHI,2025-07-11,2025,12,,BOS,PHI,1.0,1.0,,,0.0,3.0,,,0.0,240.0,60.0
2025-07-12-BOS-DC,2025-07-12,2025,12,,BOS,DC,1.0,1.0,,,0.0,1.0,,,1.0,245.0,60.0
2025-07-19-BOS-NY,2025-07-19,2025,13,,BOS,NY,3.0,0.0,,,0.0,3.0,,,0.0,177.0,180.0
2026-04-25-DC-BOS,2026-04-25,2026,1,,DC,BOS,0.0,0.0,,,0.0,0.0,,,0.0,72.0,-25.0
2026-05-02-MTL-BOS,2026-05-02,2026,2,,MTL,BOS,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
