game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452442,,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457575,,,2,,,,9.0,1.0,0.0,3.0,0.0,8.0,1.0
2463131,,,3,,,,6.0,4.0,1.0,0.0,1.0,3.0,1.0
2463417,2022-07-10,,4,BIG3,Ball Hogs,Tri State,7.0,3.0,0.0,3.0,2.0,5.0,1.0
2463418,2022-07-17,,5,BIG3,Tri State,Trilogy,8.0,1.0,0.0,3.0,0.0,8.0,0.0
2559385,2023-06-25,2023,1,BIG3,TRI-STATE,KILLER 3s,7.0,1.0,0.0,2.0,0.0,13.0,0.0
2559387,2023-07-01,2023,2,BIG3,POWER,TRI-STATE,11.0,5.0,0.0,6.0,0.0,6.0,4.0
2559393,2023-07-09,2023,3,BIG3,TRIPLETS,TRI-STATE,4.0,2.0,0.0,4.0,0.0,7.0,2.0
2559402,2023-07-15,2023,4,BIG3,GHOST BALLERS,TRI-STATE,5.0,1.0,0.0,3.0,0.0,6.0,0.0
2559405,2023-07-23,2023,5,BIG3,TRI-STATE,TRILOGY,7.0,2.0,0.0,1.0,2.0,10.0,3.0
2559424,2023-07-30,2023,6,BIG3,ALIENS,TRI-STATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660093,2024-06-15,2024,1,BIG3,TRI-STATE,BALL HOGS,3.0,0.0,0.0,3.0,1.0,11.0,2.0
