game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
3,2024-03-31,2024,1,UFL,BRAHMAS,DEFENDERS,1.0,28.0,1.0,0.0,47.0
5,2024-04-06,2024,2,UFL,SHOWBOATS,BRAHMAS,0.0,3.0,2.0,0.0,6.0
12,2024-04-14,2024,3,UFL,BRAHMAS,BATTLEHAWKS,0.0,24.0,3.0,1.0,39.0
32,2024-05-19,2024,8,UFL,BRAHMAS,RENEGADES,2.0,118.0,3.0,0.0,18.0
34,2024-05-25,2024,9,UFL,BRAHMAS,STALLIONS,0.0,34.0,6.0,0.0,82.0
42,2024-06-09,2024,11,UFL,BATTLEHAWKS,BRAHMAS,0.0,4.0,1.0,1.0,115.0
43,2024-06-16,2024,12,UFL,BRAHMAS,STALLIONS,0.0,38.0,6.0,0.0,32.0
44,2025-03-29,2025,1,UFL,RENEGADES,BRAHMAS,0.0,6.0,2.0,0.0,32.0
50,2025-04-06,2025,2,UFL,BATTLEHAWKS,BRAHMAS,0.0,-2.0,1.0,0.0,55.0
53,2025-04-13,2025,3,UFL,PANTHERS,BRAHMAS,1.0,21.0,2.0,0.0,54.0
57,2025-04-20,2025,4,UFL,DEFENDERS,BRAHMAS,0.0,14.0,3.0,0.0,55.0
61,2025-04-27,2025,5,UFL,BRAHMAS,ROUGHNECKS,0.0,0.0,0.0,0.0,40.0
64,2025-05-04,2025,6,UFL,STALLIONS,BRAHMAS,,,,0.0,6.0
77,2025-06-01,2025,10,UFL,BRAHMAS,RENEGADES,,,,0.0,6.0
87,2026-03-27,2026,1,UFL,BIRMINGHAM STALLIONS,LOUISVILLE KINGS,0.0,10.0,1.0,0.0,39.0
93,2026-04-05,2026,2,UFL,BIRMINGHAM STALLIONS,HOUSTON GAMBLERS,0.0,12.0,1.0,1.0,37.0
98,2026-04-12,2026,3,UFL,BIRMINGHAM STALLIONS,ST. LOUIS BATTLEHAWKS,0.0,8.0,2.0,1.0,56.0
102,2026-04-18,2026,4,UFL,ORLANDO STORM,BIRMINGHAM STALLIONS,0.0,5.0,2.0,0.0,30.0
113,2026-05-09,2026,7,UFL,DALLAS RENEGADES,BIRMINGHAM STALLIONS,0.0,1.0,1.0,0.0,22.0
