game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_CFL_W1_WPG,,,1,CFL,,,0.0,0.0,51.0,,
SYNTHETIC_CFL_W3_WPG,,,3,CFL,,,,,,0.0,4.0
SYNTHETIC_CFL_W4_WPG,,,4,CFL,,,1.0,0.0,16.0,,
SYNTHETIC_CFL_W5_WPG,,,5,CFL,,,,,,1.0,10.0
SYNTHETIC_CFL_W6_WPG,2022-07-15,,6,CFL,CGY,WPG,,,,1.0,1.0
SYNTHETIC_CFL_W7_WPG,2022-07-22,,7,CFL,WPG,EDM,,,,1.0,7.0
SYNTHETIC_CFL_W14_WPG,2022-09-10,,14,CFL,SSK,WPG,0.0,1.0,11.0,,
SYNTHETIC_CFL_W18_WPG,2022-10-08,,18,CFL,EDM,WPG,0.0,1.0,65.0,,
SYNTHETIC_CFL_W19_WPG,2022-10-15,,19,CFL,WPG,BC,2.0,3.0,325.0,0.0,14.0
SYNTHETIC_CFL_2023_W1_WPG,2023-06-09,2023,1,CFL,HAM,WPG,,,,0.0,1.0
SYNTHETIC_CFL_2023_W2_WPG,2023-06-16,2023,2,CFL,WPG,SSK,0.0,0.0,19.0,2.0,4.0
SYNTHETIC_CFL_2023_W3_WPG,2023-06-22,2023,3,CFL,BC,WPG,0.0,0.0,23.0,0.0,3.0
SYNTHETIC_CFL_2023_W9_WPG,2023-08-03,2023,9,CFL,BC,WPG,0.0,1.0,78.0,,
SYNTHETIC_CFL_2023_W10_WPG,2023-08-10,2023,10,CFL,WPG,EDM,1.0,4.0,307.0,0.0,15.0
SYNTHETIC_CFL_2023_W11_WPG,2023-08-18,2023,11,CFL,WPG,CGY,0.0,0.0,171.0,,
SYNTHETIC_CFL_2023_W12_WPG,2023-08-24,2023,12,CFL,MTL,WPG,0.0,0.0,11.0,,
SYNTHETIC_CFL_2023_W14_WPG,2023-09-09,2023,14,CFL,SSK,WPG,0.0,0.0,21.0,0.0,9.0
SYNTHETIC_CFL_2023_W20_WPG,2023-10-21,2023,20,CFL,EDM,WPG,0.0,2.0,94.0,,
SYNTHETIC_CFL_2023_W21_WPG,2023-10-27,2023,21,CFL,WPG,CGY,0.0,2.0,278.0,0.0,13.0
SYNTHETIC_CFL_2024_W2_OTT,2024-05-25,2024,2,CFL,OTT,HAM,0.0,1.0,238.0,0.0,1.0
SYNTHETIC_CFL_2024_W3_OTT,2024-06-20,2024,3,CFL,OTT,MTL,1.0,1.0,292.0,0.0,3.0
SYNTHETIC_CFL_2024_W4_OTT,2024-06-30,2024,4,CFL,HAM,OTT,0.0,1.0,265.0,0.0,12.0
SYNTHETIC_CFL_2024_W5_OTT,2024-07-05,2024,5,CFL,OTT,WPG,0.0,0.0,24.0,0.0,12.0
SYNTHETIC_CFL_2024_W6_OTT,2024-07-14,2024,6,CFL,OTT,EDM,1.0,2.0,480.0,,
SYNTHETIC_CFL_2024_W7_OTT,2024-07-19,2024,7,CFL,EDM,OTT,2.0,0.0,257.0,0.0,7.0
SYNTHETIC_CFL_2024_W8_OTT,2024-07-26,2024,8,CFL,CGY,OTT,0.0,1.0,325.0,,
SYNTHETIC_CFL_2024_W10_OTT,2024-08-08,2024,10,CFL,SSK,OTT,0.0,0.0,55.0,,
SYNTHETIC_CFL_2024_W12_OTT,2024-08-24,2024,12,CFL,BC,OTT,1.0,3.0,390.0,0.0,1.0
SYNTHETIC_CFL_2024_W13_OTT,2024-08-31,2024,13,CFL,OTT,BC,0.0,1.0,206.0,0.0,1.0
SYNTHETIC_CFL_2024_W14_OTT,2024-09-07,2024,14,CFL,TOR,OTT,0.0,1.0,349.0,0.0,4.0
SYNTHETIC_CFL_2024_W15_OTT,2024-09-14,2024,15,CFL,OTT,HAM,1.0,0.0,164.0,0.0,3.0
SYNTHETIC_CFL_2024_W16_OTT,2024-09-21,2024,16,CFL,MTL,OTT,2.0,0.0,69.0,,
SYNTHETIC_CFL_2024_W20_OTT,2024-10-19,2024,20,CFL,OTT,TOR,1.0,4.0,400.0,0.0,2.0
SYNTHETIC_CFL_2024_W21_OTT,2024-10-25,2024,21,CFL,HAM,OTT,1.0,3.0,445.0,0.0,11.0
SYNTHETIC_CFL_2025_W1_OTT,2025-06-05,2025,1,CFL,OTT,SSK,0.0,2.0,413.0,0.0,0.0
SYNTHETIC_CFL_2025_W5_OTT,2025-07-06,2025,5,CFL,OTT,EDM,0.0,2.0,316.0,0.0,1.0
SYNTHETIC_CFL_2025_W6_OTT,2025-07-12,2025,6,CFL,OTT,HAM,2.0,1.0,283.0,,
SYNTHETIC_CFL_2025_W7_OTT,2025-07-20,2025,7,CFL,HAM,OTT,1.0,0.0,66.0,0.0,-6.0
SYNTHETIC_CFL_2025_W9_OTT,2025-07-31,2025,9,CFL,CGY,OTT,1.0,2.0,225.0,0.0,16.0
SYNTHETIC_CFL_2025_W10_OTT,2025-08-09,2025,10,CFL,OTT,TOR,0.0,5.0,373.0,,
SYNTHETIC_CFL_2025_W11_OTT,2025-08-14,2025,11,CFL,OTT,WPG,1.0,0.0,166.0,0.0,1.0
SYNTHETIC_CFL_2025_W16_OTT,2025-09-20,2025,16,CFL,WPG,OTT,2.0,2.0,406.0,,4.0
SYNTHETIC_CFL_2025_W18_OTT,2025-10-03,2025,18,CFL,SSK,OTT,3.0,0.0,141.0,0.0,2.0
