game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2022_W7_MICH,,2022,7,USFL,,,0.0,0.0,0.0,0.0,,
SYNTHETIC_USFL_2022_W8_MICH,,2022,8,USFL,,,,0.0,25.0,4.0,,
SYNTHETIC_USFL_2022_W9_MICH,,2022,9,USFL,,,0.0,1.0,62.0,5.0,,
SYNTHETIC_USFL_2022_W10_MICH,,2022,10,USFL,,,,1.0,71.0,6.0,,
SYNTHETIC_USFL_2023_W1_MAULERS,2023-04-16,2023,1,USFL,BREAKERS,MAULERS,,0.0,32.0,5.0,,
SYNTHETIC_USFL_2023_W2_MAULERS,2023-04-23,2023,2,USFL,MAULERS,GENERALS,,0.0,53.0,3.0,,
SYNTHETIC_USFL_2023_W3_MAULERS,2023-04-30,2023,3,USFL,STARS,MAULERS,,0.0,0.0,0.0,,
SYNTHETIC_USFL_2023_W4_MAULERS,2023-05-07,2023,4,USFL,MAULERS,STALLIONS,,0.0,16.0,2.0,,
SYNTHETIC_USFL_2023_W5_MAULERS,2023-05-13,2023,5,USFL,PANTHERS,MAULERS,,0.0,43.0,4.0,,
SYNTHETIC_USFL_2023_W9_MAULERS,2023-06-10,2023,9,USFL,MAULERS,PANTHERS,,0.0,8.0,1.0,0.0,2.0
SYNTHETIC_USFL_2023_W10_MAULERS,2023-06-17,2023,10,USFL,GENERALS,MAULERS,,0.0,0.0,0.0,0.0,6.0
SYNTHETIC_USFL_2023_W11_MAULERS,,2023,11,USFL,,,,1.0,32.0,4.0,,
SYNTHETIC_USFL_2023_W12_MAULERS,,2023,12,USFL,,,,,18.0,3.0,,
SYNTHETIC_CFL_2024_W9_CGY,2024-08-04,2024,9,CFL,TOR,CGY,,0.0,36.0,2.0,,
SYNTHETIC_CFL_2024_W10_CGY,2024-08-09,2024,10,CFL,CGY,TOR,,0.0,27.0,3.0,,
SYNTHETIC_CFL_2024_W11_CGY,2024-08-15,2024,11,CFL,OTT,CGY,,0.0,75.0,5.0,,
SYNTHETIC_CFL_2024_W13_CGY,2024-09-02,2024,13,CFL,EDM,CGY,,0.0,42.0,4.0,,
SYNTHETIC_CFL_2024_W18_CGY,2024-10-04,2024,18,CFL,CGY,BC,,1.0,40.0,4.0,,
