game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
10798050,2024-08-03,2024,9,CFL,EDM,SSK,0.0,14.0,3.0,0.0,60.0
10798055,2024-08-11,2024,10,CFL,BC,EDM,1.0,17.0,1.0,0.0,77.0
10798058,2024-08-17,2024,11,CFL,EDM,HAM,0.0,4.0,1.0,3.0,108.0
10798063,2024-08-25,2024,12,CFL,EDM,MTL,,,,0.0,19.0
10798071,2024-09-07,2024,14,CFL,CGY,EDM,0.0,0.0,0.0,1.0,34.0
10798078,2024-09-21,2024,16,CFL,WPG,EDM,0.0,3.0,1.0,0.0,157.0
10798079,2024-09-27,2024,17,CFL,EDM,WPG,0.0,12.0,2.0,0.0,109.0
10798085,2024-10-05,2024,18,CFL,SSK,EDM,0.0,2.0,1.0,0.0,13.0
10798087,2024-10-12,2024,19,CFL,EDM,CGY,,,,0.0,140.0
10798094,2024-10-25,2024,21,CFL,TOR,EDM,,,,1.0,48.0
11824048,2025-06-07,2025,1,CFL,EDM,BC,,67.0,5.0,,24.0
11824053,2025-06-19,2025,3,CFL,MTL,EDM,0.0,1.0,3.0,0.0,76.0
11824057,2025-06-26,2025,4,CFL,EDM,WPG,0.0,9.0,1.0,0.0,30.0
11824064,2025-07-06,2025,5,CFL,OTT,EDM,1.0,69.0,4.0,1.0,105.0
11824067,2025-07-13,2025,6,CFL,BC,EDM,0.0,0.0,0.0,0.0,4.0
11824073,2025-07-25,2025,8,CFL,EDM,SSK,0.0,42.0,4.0,0.0,0.0
11824078,2025-08-02,2025,9,CFL,HAM,EDM,1.0,64.0,7.0,1.0,69.0
11824081,2025-08-08,2025,10,CFL,EDM,MTL,0.0,88.0,4.0,0.0,0.0
11824085,2025-08-15,2025,11,CFL,TOR,EDM,0.0,87.0,5.0,1.0,92.0
11824089,2025-08-22,2025,12,CFL,EDM,OTT,0.0,58.0,5.0,1.0,36.0
11824094,2025-09-01,2025,13,CFL,EDM,CGY,0.0,48.0,5.0,0.0,48.0
11824098,2025-09-06,2025,14,CFL,CGY,EDM,,,,2.0,204.0
11824101,2025-09-13,2025,15,CFL,EDM,TOR,1.0,8.0,2.0,0.0,27.0
11824106,2025-09-20,2025,16,CFL,EDM,HAM,1.0,77.0,2.0,,41.0
11824110,2025-09-27,2025,17,CFL,SSK,EDM,0.0,15.0,2.0,2.0,82.0
11824116,2025-10-11,2025,19,CFL,WPG,EDM,0.0,-1.0,1.0,1.0,138.0
11824119,2025-10-17,2025,20,CFL,EDM,BC,0.0,35.0,3.0,0.0,36.0
11824123,2025-10-24,2025,21,CFL,CGY,EDM,0.0,46.0,3.0,0.0,1.0
