game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,forced_fumbles,fumble_recoveries,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,recv_td,rush_td,sacks,safeties,tackles
FOOTBALL_UFL_2026_4_5_BHM@HOU,2026-04-05,2026,2,UFL,BHM,HOU,,,,,,,,,,,,,,1.0,,,
FOOTBALL_NAL_2026_3_21_T566774G1127144@T600411,2026-03-21,2026,3,NAL,Omaha Beef,Salina Liberty,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0
FOOTBALL_NAL_2026_3_28_T570667G1127147@T600411,2026-03-28,2026,4,NAL,Colorado Spartans,Salina Liberty,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.5,0.0,5.0
FOOTBALL_NAL_2026_4_4_T577047G1127185@T600411,2026-04-04,2026,5,NAL,Pueblo Punishers,Salina Liberty,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,1.5,0.0,4.0
FOOTBALL_UFL_2026_4_26_CLB@HOU,2026-04-26,2026,5,UFL,CLB,HOU,,,,,,,,,,,,,,1.0,,,
FOOTBALL_NAL_2026_4_18_T600411G1127157@T570666,2026-04-19,2026,7,NAL,Salina Liberty,Sioux City Bandits,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,3.0
FOOTBALL_UFL_2026_5_10_ORL@HOU,2026-05-10,2026,7,UFL,ORL,HOU,,,,,,,,,,,,,1.0,,,,
FOOTBALL_IFL_2026_5_2_TNEWMEXICOCHUPACABRASG20260502IFQJ@TJACKSONVILLESHARKS,2026-05-02,2026,8,IFL,New Mexico Chupacabras,Jacksonville Sharks,,,,,,,,30.0,30.0,1.0,30.0,1.0,,,,,
FOOTBALL_NAL_2026_4_25_T600414G1127162@T600411,2026-04-25,2026,8,NAL,Southwest Kansas Storm,Salina Liberty,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,3.0
FOOTBALL_NAL_2026_5_2_T600411G1127164@T573852,2026-05-03,2026,9,NAL,Salina Liberty,Louisiana Rouxgaroux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0
