game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-TOR-BOS,2023-05-06,2023,2,AUDL,TORONTO RUSH,BOSTON GLORY,,,3.0,4.0,,,4.0,,31.0,24.0
2023-05-13-MTL-TOR,2023-05-13,2023,3,AUDL,MONTREAL ROYAL,TORONTO RUSH,,,2.0,1.0,,1.0,1.0,,60.0,15.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,AUDL,TORONTO RUSH,MONTREAL ROYAL,,2.0,6.0,12.0,,,14.0,2.0,-12.0,55.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,AUDL,PHILADELPHIA PHOENIX,TORONTO RUSH,,,6.0,5.0,,,7.0,2.0,34.0,34.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,AUDL,PITTSBURGH THUNDERBIRDS,TORONTO RUSH,,,1.0,,,1.0,,,2.0,
2023-07-01-BOS-TOR,2023-07-01,2023,10,AUDL,BOSTON GLORY,TORONTO RUSH,,,2.0,2.0,,,2.0,,-8.0,19.0
2023-07-21-TOR-DC,2023-07-21,2023,13,AUDL,TORONTO RUSH,DC BREEZE,,,7.0,9.0,,,10.0,1.0,11.0,75.0
2024-05-04-TOR-BOS,2024-05-04,2024,2,UFA,rush,glory,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-05-11-MTL-TOR,2024-05-11,2024,3,UFA,royal,rush,0.0,0.0,,,0.0,0.0,,0.0,-11.0,71.0
2024-05-25-PIT-TOR,2024-05-25,2024,6,UFA,thunderbirds,rush,0.0,0.0,,,0.0,1.0,,1.0,22.0,40.0
2024-05-31-TOR-DC,2024-05-31,2024,6,UFA,rush,breeze,1.0,0.0,,,1.0,0.0,,0.0,215.0,307.0
2024-06-01-TOR-PHI,2024-06-01,2024,6,UFA,rush,phoenix,0.0,0.0,,,0.0,1.0,,3.0,63.0,183.0
2024-06-08-TOR-MTL,2024-06-08,2024,7,UFA,rush,royal,0.0,1.0,,,1.0,1.0,,1.0,15.0,203.0
2024-06-15-DC-TOR,2024-06-15,2024,8,UFA,breeze,rush,0.0,1.0,,,0.0,1.0,,0.0,27.0,115.0
2024-06-21-TOR-NY,2024-06-21,2024,9,UFA,rush,empire,0.0,0.0,,,0.0,1.0,,2.0,151.0,227.0
2024-06-22-TOR-BOS,2024-06-22,2024,9,UFA,rush,glory,1.0,1.0,,,0.0,0.0,,1.0,27.0,195.0
2024-06-29-PHI-TOR,2024-06-29,2024,10,UFA,phoenix,rush,0.0,0.0,,,0.0,1.0,,0.0,0.0,85.0
2024-07-19-MTL-TOR,2024-07-19,2024,13,UFA,royal,rush,1.0,0.0,,,0.0,1.0,,0.0,94.0,133.0
2024-07-20-BOS-TOR,2024-07-20,2024,13,UFA,glory,rush,0.0,0.0,,,0.0,0.0,,1.0,29.0,20.0
2025-05-03-TOR-DC,2025-05-03,2025,2,UFA,rush,breeze,1.0,1.0,,,0.0,0.0,,0.0,26.0,142.0
2025-05-04-TOR-PHI,2025-05-04,2025,2,UFA,rush,phoenix,0.0,0.0,,,0.0,1.0,,2.0,-49.0,167.0
2025-05-10-PHI-TOR,2025-05-10,2025,3,UFA,phoenix,rush,1.0,0.0,,,0.0,1.0,,0.0,50.0,101.0
2025-05-30-DC-TOR,2025-05-30,2025,6,UFA,breeze,rush,1.0,0.0,,,0.0,0.0,,0.0,10.0,67.0
2025-06-01-NY-TOR,2025-06-01,2025,6,UFA,empire,rush,0.0,0.0,,,0.0,0.0,,0.0,-1.0,-11.0
2025-06-07-MTL-TOR,2025-06-07,2025,7,UFA,royal,rush,0.0,0.0,,,0.0,0.0,,1.0,11.0,1.0
2025-06-15-BOS-TOR,2025-06-15,2025,8,UFA,glory,rush,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-06-20-TOR-NY,2025-06-20,2025,9,UFA,rush,empire,0.0,0.0,,,0.0,1.0,,1.0,13.0,47.0
2025-06-21-TOR-BOS,2025-06-21,2025,9,UFA,rush,glory,0.0,0.0,,,0.0,0.0,,0.0,22.0,75.0
2025-06-28-PIT-TOR,2025-06-28,2025,10,UFA,thunderbirds,rush,0.0,0.0,,,0.0,1.0,,0.0,87.0,73.0
2025-07-04-TOR-MTL,2025-07-04,2025,11,UFA,rush,royal,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-07-19-TOR-MTL,2025-07-19,2025,13,UFA,rush,royal,0.0,0.0,,,0.0,0.0,,0.0,14.0,76.0
2026-05-01-TOR-NY,2026-05-01,2026,2,UFA,rush,empire,0.0,0.0,,,0.0,2.0,,3.0,40.0,128.0
2026-05-02-TOR-PHI,2026-05-02,2026,2,UFA,rush,phoenix,1.0,0.0,,,0.0,0.0,,3.0,18.0,99.0
2026-05-09-MTL-TOR,2026-05-09,2026,3,UFA,royal,rush,1.0,0.0,,,0.0,1.0,,0.0,43.0,151.0
2026-05-23-TOR-MTL,2026-05-23,2026,5,UFA,rush,royal,2.0,0.0,,,0.0,0.0,,0.0,49.0,124.0
