game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452441,,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559383,,,1,,,,14.0,4.0,0.0,10.0,0.0,4.0,3.0
2660093,,,1,,,,6.0,3.0,0.0,4.0,0.0,8.0,0.0
2457577,,,2,,,,3.0,2.0,0.0,8.0,0.0,7.0,1.0
2559388,,,2,,,,6.0,2.0,0.0,3.0,1.0,3.0,0.0
2463132,,,3,,,,9.0,2.0,0.0,3.0,1.0,6.0,0.0
2559396,,,3,,,,5.0,1.0,0.0,4.0,0.0,2.0,1.0
2463417,,,4,,,,7.0,2.0,1.0,6.0,0.0,11.0,1.0
2559400,,,4,,,,8.0,2.0,0.0,5.0,0.0,5.0,2.0
2463419,,,5,,,,5.0,0.0,0.0,2.0,1.0,4.0,0.0
2559412,,,5,,,,4.0,2.0,0.0,1.0,0.0,2.0,1.0
2464829,,,6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559422,,,6,,,,4.0,0.0,0.0,8.0,1.0,3.0,0.0
