game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W1_SSK,,2024,1,CFL,,,,,,0.0,1.0,1.0,,
SYNTHETIC_CFL_2024_W5_SSK,,2024,5,CFL,,,,,,0.0,33.0,3.0,,
SYNTHETIC_CFL_2024_W8_SSK,,2024,8,CFL,,,0.0,0.0,0.0,0.0,60.0,5.0,,
SYNTHETIC_CFL_2024_W9_SSK,,2024,9,CFL,,,,,,0.0,72.0,6.0,,
SYNTHETIC_CFL_2024_W11_SSK,,2024,11,CFL,,,,,,1.0,90.0,5.0,,
SYNTHETIC_CFL_2024_W12_SSK,,2024,12,CFL,,,,,,1.0,21.0,3.0,,
SYNTHETIC_CFL_2024_W13_SSK,,2024,13,CFL,,,,,,1.0,84.0,8.0,,
SYNTHETIC_CFL_2024_W14_SSK,,2024,14,CFL,,,,,,1.0,33.0,3.0,,
SYNTHETIC_CFL_2024_W16_SSK,,2024,16,CFL,,,,,,0.0,90.0,6.0,,
SYNTHETIC_CFL_2024_W17_SSK,,2024,17,CFL,,,,,,0.0,101.0,6.0,,
SYNTHETIC_CFL_2024_W18_SSK,,2024,18,CFL,,,,,,1.0,103.0,5.0,,
SYNTHETIC_CFL_2024_W19_SSK,,2024,19,CFL,,,,,,0.0,58.0,5.0,,
SYNTHETIC_CFL_2025_W1_SSK,,2025,1,CFL,,,,,,0.0,68.0,4.0,0.0,6.0
SYNTHETIC_CFL_2025_W2_SSK,,2025,2,CFL,,,,,,1.0,124.0,8.0,,
SYNTHETIC_CFL_2025_W3_SSK,,2025,3,CFL,,,,,,0.0,43.0,4.0,,
SYNTHETIC_CFL_2025_W4_SSK,,2025,4,CFL,,,,,,0.0,53.0,4.0,,
SYNTHETIC_CFL_2025_W6_SSK,,2025,6,CFL,,,,,,0.0,60.0,4.0,,
SYNTHETIC_CFL_2025_W7_SSK,,2025,7,CFL,,,,,,0.0,77.0,6.0,,
SYNTHETIC_CFL_2025_W8_SSK,,2025,8,CFL,,,,,,1.0,78.0,9.0,,
SYNTHETIC_CFL_2025_W9_SSK,,2025,9,CFL,,,,,,1.0,62.0,4.0,,
SYNTHETIC_CFL_2025_W11_SSK,,2025,11,CFL,,,,,,0.0,117.0,8.0,,
SYNTHETIC_CFL_2025_W12_SSK,,2025,12,CFL,,,,,,0.0,112.0,4.0,,
SYNTHETIC_CFL_2025_W13_SSK,,2025,13,CFL,,,,,,0.0,45.0,5.0,,
SYNTHETIC_CFL_2025_W14_SSK,,2025,14,CFL,,,,,,0.0,69.0,6.0,,
SYNTHETIC_CFL_2025_W15_SSK,,2025,15,CFL,,,,,,1.0,61.0,4.0,,
SYNTHETIC_CFL_2025_W17_SSK,,2025,17,CFL,,,,,,0.0,119.0,8.0,,
SYNTHETIC_CFL_2025_W18_SSK,,2025,18,CFL,,,,,,0.0,68.0,7.0,,
SYNTHETIC_CFL_2025_W19_SSK,,2025,19,CFL,,,,,,0.0,3.0,1.0,,
