game_id,date,season,week,league,away,home,extra_point,extra_points,field_goal_yards,missed
9889286,2023-06-11,2023,1,CFL,SSK,EDM,1.0,,103.0,1.0
9889293,2023-06-24,2023,3,CFL,SSK,CGY,,,58.0,
9889298,2023-07-06,2023,5,CFL,EDM,SSK,,,16.0,
9889305,2023-07-15,2023,6,CFL,CGY,SSK,3.0,,36.0,1.0
9889308,2023-07-22,2023,7,CFL,SSK,BC,,,99.0,
9889311,2023-07-29,2023,8,CFL,SSK,TOR,1.0,,83.0,
9889317,2023-08-06,2023,9,CFL,OTT,SSK,2.0,,115.0,
9889319,2023-08-11,2023,10,CFL,SSK,MTL,,,76.0,
9889325,2023-08-20,2023,11,CFL,BC,SSK,4.0,,80.0,
9889331,2023-09-03,2023,13,CFL,WPG,SSK,2.0,,123.0,
9889336,2023-09-09,2023,14,CFL,SSK,WPG,,,66.0,1.0
9889342,2023-09-22,2023,16,CFL,SSK,OTT,1.0,,,
9889347,2023-09-29,2023,17,CFL,SSK,BC,3.0,,48.0,1.0
9889352,2023-10-07,2023,18,CFL,HAM,SSK,2.0,,42.0,
9889355,2023-10-13,2023,19,CFL,SSK,CGY,1.0,,146.0,
9889359,2023-10-21,2023,20,CFL,TOR,SSK,2.0,,79.0,1.0
10798142,2024-05-20,2024,1,CFL,WPG,SSK,4.0,,,
10798145,2024-05-25,2024,2,CFL,SSK,EDM,2.0,,172.0,
10798027,2024-06-23,2024,3,CFL,HAM,SSK,4.0,,50.0,
10798032,2024-07-04,2024,5,CFL,TOR,SSK,3.0,,87.0,
10798038,2024-07-13,2024,6,CFL,SSK,BC,2.0,,37.0,
10798041,2024-07-19,2024,7,CFL,WPG,SSK,1.0,,132.0,
10798044,2024-07-25,2024,8,CFL,SSK,MTL,1.0,,87.0,
10798050,2024-08-03,2024,9,CFL,EDM,SSK,3.0,,37.0,
10798052,2024-08-08,2024,10,CFL,SSK,OTT,1.0,,113.0,
10798057,2024-08-16,2024,11,CFL,MTL,SSK,2.0,,90.0,
10798060,2024-08-22,2024,12,CFL,SSK,TOR,1.0,,163.0,
10798065,2024-09-01,2024,13,CFL,WPG,SSK,3.0,,80.0,
10798070,2024-09-07,2024,14,CFL,SSK,WPG,2.0,,85.0,
10798076,2024-09-20,2024,16,CFL,SSK,CGY,4.0,,105.0,
10798081,2024-09-28,2024,17,CFL,OTT,SSK,,,227.0,
10798085,2024-10-05,2024,18,CFL,SSK,EDM,2.0,,63.0,
10798088,2024-10-12,2024,19,CFL,BC,SSK,3.0,,193.0,
10798096,2024-10-26,2024,21,CFL,CGY,SSK,,,79.0,
11824045,2025-06-05,2025,1,CFL,OTT,SSK,4.0,,18.0,
11824052,2025-06-14,2025,2,CFL,SSK,HAM,1.0,,65.0,
11824054,2025-06-20,2025,3,CFL,SSK,TOR,6.0,,16.0,
11824059,2025-06-28,2025,4,CFL,BC,SSK,2.0,,163.0,
11824065,2025-07-11,2025,6,CFL,CGY,SSK,1.0,,47.0,
11824070,2025-07-19,2025,7,CFL,SSK,BC,3.0,,123.0,
11824073,2025-07-25,2025,8,CFL,EDM,SSK,2.0,,97.0,
11824079,2025-08-02,2025,9,CFL,SSK,MTL,3.0,,129.0,
11824086,2025-08-16,2025,11,CFL,HAM,SSK,1.0,,73.0,
11824091,2025-08-23,2025,12,CFL,SSK,CGY,1.0,,,
11824092,2025-08-31,2025,13,CFL,WPG,SSK,2.0,,34.0,
11824097,2025-09-06,2025,14,CFL,SSK,WPG,,,164.0,
11824102,2025-09-13,2025,15,CFL,MTL,SSK,4.0,,46.0,
11824110,2025-09-27,2025,17,CFL,SSK,EDM,1.0,,74.0,
11824114,2025-10-10,2025,19,CFL,TOR,SSK,,,162.0,
11824118,2025-10-17,2025,20,CFL,SSK,WPG,1.0,,112.0,
11824125,2025-10-25,2025,21,CFL,BC,SSK,,2.0,72.0,
